restaurant_id,summary,nutrition_score
20516,"Restaurant: Victory Restaurant &amp; Lounge, Price Range: nan, Zip Code: 20009. Menu Categories: Appetizers (4 items, avg price $26.65); Dessert (1 items, avg price $7.80); Dinner (6 items, avg price $55.03); Picked for you (5 items, avg price $49.92); Salads (2 items, avg price $23.40); Sauces (12 items, avg price $3.90); Sides (14 items, avg price $17.36).",42
20518,"Restaurant: Corner Bakery (Gallery Place), Price Range: $$, Zip Code: 20001. Menu Categories: Bakery (13 items, avg price $6.02); Breakfast Bakery (3 items, avg price $2.56); Breakfast Sandwiches (6 items, avg price $7.82); Breakfast Sides (2 items, avg price $4.49); Choose Any Two (1 items, avg price $12.39); Drinks (9 items, avg price $3.97); Family Meal (1 items, avg price $39.99); Fresh Salads (6 items, avg price $9.02); Handcrafted Pastas (7 items, avg price $8.42); Kids (4 items, avg price $4.99); Lunch Sides (1 items, avg price $0.99); Morning Favorites (6 items, avg price $9.34); Oatmeals &amp; Yogurt (3 items, avg price $6.59); Panini &amp; Hot Sandwiches (3 items, avg price $11.62); Picked for you (5 items, avg price $15.15); Signature Sandwiches (5 items, avg price $11.29); Soups &amp; Chili (5 items, avg price $5.89).",63
20524,"Restaurant: Burger Shack (641 Indiana Ave Nw), Price Range: $, Zip Code: 20004. Menu Categories: Drinks (3 items, avg price $2.32); Hand Crafted Burgers (3 items, avg price $7.12); Salads (3 items, avg price $7.82); Sandwich (2 items, avg price $5.74); Sides (2 items, avg price $5.04).",58
20525,"Restaurant: Andy's Pizza Adams Morgan, Price Range: nan, Zip Code: 20009. Menu Categories: By the Slice (7 items, avg price $8.56); Drink (6 items, avg price $2.79); Picked for you (5 items, avg price $24.72); Salads (3 items, avg price $12.00); Starters (3 items, avg price $6.77); Whole Pies (10 items, avg price $30.48).",53
20526,"Restaurant: Mono by All About Burger, Price Range: nan, Zip Code: 20007. Menu Categories: Breakfast 8AM to 12PM (20 items, avg price $6.76); Drinks (4 items, avg price $5.75); Food (30 items, avg price $7.40); SODA (2 items, avg price $2.74).",58
20527,"Restaurant: Dupont Pizza (Dupont Circle), Price Range: $, Zip Code: 20036. Menu Categories: Drinks (2 items, avg price $1.50); Picked for you (5 items, avg price $23.19); Pizzas (14 items, avg price $9.71).",44
20529,"Restaurant: Torrie's Restaurant, Price Range: nan, Zip Code: 20001. Menu Categories: A La Carte Menu (11 items, avg price $6.18); Beverages (7 items, avg price $1.75); Breakfast Menu a La Carte (18 items, avg price $4.78); Breakfast Sandwiches (4 items, avg price $6.44); Breakfast Specials (12 items, avg price $8.56); Dessert Menu (4 items, avg price $4.38); Economy Menu (5 items, avg price $7.00); Fresh Figh/ Seafood (6 items, avg price $13.21); Italian Specials (3 items, avg price $8.05); Mains (6 items, avg price $7.04); Sandwiches (19 items, avg price $6.79); Soups De Jour Menu (4 items, avg price $4.81); Torrie's Famous Steak &amp; Eggs (1 items, avg price $12.95); Weekday Lunch Special (11 items, avg price $13.48).",82
20531,"Restaurant: Sol Mexican Grill (2121 I Street), Price Range: $, Zip Code: 20052. Menu Categories: Drinks (3 items, avg price $2.67); Extras (6 items, avg price $3.08); Family Style Meals (1 items, avg price $28.00); Kids Menu (4 items, avg price $7.25); Mains (6 items, avg price $8.67); Picked for you (5 items, avg price $6.70).",82
20532,"Restaurant: Regal Cinemas (701 Seventh Street Northwest), Price Range: $, Zip Code: 20001. Menu Categories: Candy (19 items, avg price $5.13); Drinks (3 items, avg price $6.19); Picked for you (5 items, avg price $6.67); Snacks (4 items, avg price $7.64).",0
20535,"Restaurant: Bier Baron Tavern, Price Range: nan, Zip Code: 20037. Menu Categories: Dessert (1 items, avg price $8.00); Entrees (5 items, avg price $12.40); Flatbreads (3 items, avg price $10.67); Salads (2 items, avg price $7.00); Sandwiches and Waygu Burgers (9 items, avg price $14.67); Side (6 items, avg price $5.00); Starters (8 items, avg price $9.88).",63
20538,"Restaurant: Bier Baron Tavern, Price Range: nan, Zip Code: 20037. Menu Categories: Dessert (1 items, avg price $8.00); Entrees (5 items, avg price $12.40); Flatbreads (3 items, avg price $10.67); Salads (2 items, avg price $7.00); Sandwiches and Waygu Burgers (9 items, avg price $14.67); Side (6 items, avg price $5.00); Starters (8 items, avg price $9.88).",74
20539,"Restaurant: The Brighton SW1, Price Range: nan, Zip Code: 20024. Menu Categories: Appetizers (6 items, avg price $15.50); Burgers and Sandwiches (10 items, avg price $18.90); Desserts (2 items, avg price $8.50); Drinks (1 items, avg price $6.00); Mains (3 items, avg price $16.00).",75
20541,"Restaurant: Mazi, Price Range: nan, Zip Code: 20005. Menu Categories: Desserts (3 items, avg price $9.00); Entrees (15 items, avg price $27.40); Salads (3 items, avg price $13.67); Starters (8 items, avg price $13.62).",55
20543,"Restaurant: KoChix Korean Chicken Wings, Price Range: $, Zip Code: 20001. Menu Categories: Appetizers &amp; Sides (7 items, avg price $6.28); Drinks (1 items, avg price $3.50); Grill (2 items, avg price $13.49); Jumbo Part Wing (3 items, avg price $10.59); Mains (9 items, avg price $9.27); Picked for you (5 items, avg price $10.35).",34
20544,"Restaurant: SEI, Price Range: nan, Zip Code: 20036. Menu Categories: Classic Rolls (4 items, avg price $8.75); Crudo/Salad (3 items, avg price $16.73); Free Items! (2 items, avg price $0.00); Nigiri/Sashimi (5 items, avg price $13.10); Picked for you (5 items, avg price $14.76); Sides (5 items, avg price $8.58); Specialty Sushi (9 items, avg price $14.56); Sweet (1 items, avg price $12.10).",53
20552,"Restaurant: Empanada Woman (Columbia Heights), Price Range: $, Zip Code: 20010. Menu Categories: Beverages (10 items, avg price $1.79); Mains (6 items, avg price $5.16); Sweet Empanadas (2 items, avg price $4.50).",83
20553,"Restaurant: Point Chaud Cafe &amp; Crepes, Price Range: $, Zip Code: 20005. Menu Categories: Beverages (15 items, avg price $1.94); Desserts (35 items, avg price $7.97); Mains (80 items, avg price $8.75); Panini (4 items, avg price $8.74).",73
20554,"Restaurant: La Tasca (Gallery Place), Price Range: $$, Zip Code: 20001. Menu Categories: A La Plancha (2 items, avg price $20.00); Cold Tapas (2 items, avg price $7.50); Desserts (2 items, avg price $7.75); Hot Tapas (11 items, avg price $9.05); Most Popular (4 items, avg price $20.25); Paellas (4 items, avg price $43.00); Rustic Breads (1 items, avg price $9.00); Salads (1 items, avg price $12.00); Tablas (3 items, avg price $17.00).",45
20555,"Restaurant: Le Desales.com, Price Range: nan, Zip Code: 20036. Menu Categories: Food (6 items, avg price $15.17).",45
20558,"Restaurant: Napoli Pasta Bar, Price Range: $, Zip Code: 20001. Menu Categories: Antipasti (6 items, avg price $16.00); Dessert (5 items, avg price $10.00); Main Course (1 items, avg price $27.00); Pasta (7 items, avg price $20.71); Sodas &amp; water (7 items, avg price $4.14).",68
20559,"Restaurant: Officina (Georgetown), Price Range: $, Zip Code: 20007. Menu Categories: Extras (4 items, avg price $9.50); Panini (5 items, avg price $14.20); Picnic Kit (1 items, avg price $50.00); Roman Pizza (2 items, avg price $5.50).",63
20560,"Restaurant: Cranes Restaurant, Price Range: $, Zip Code: 20001. Menu Categories: Appetizers (5 items, avg price $15.60); Desserts (4 items, avg price $7.50); Entree (2 items, avg price $23.50); Rices (4 items, avg price $21.50).",42
20561,"Restaurant: Flippin' Pizza (Waterfront), Price Range: $, Zip Code: 20024. Menu Categories: Appetizers (2 items, avg price $5.00); Create Your Own (4 items, avg price $11.38); Fresh Salads (2 items, avg price $6.45); Picked for you (5 items, avg price $19.10); Signature Red Pies (3 items, avg price $20.00); Signature White Pies (3 items, avg price $20.00).",40
20562,"Restaurant: Sbarro (1104 7th St NW, Washington, DC), Price Range: $, Zip Code: 20001. Menu Categories: Beverages (6 items, avg price $2.56); Combos (8 items, avg price $22.37); Desserts (5 items, avg price $4.91); Gourmet Pastas (4 items, avg price $7.74); NY Style 18"" Pizzas (10 items, avg price $19.99); Picked for you (5 items, avg price $37.79); Sbarros Famous Stuffed Pizzas (2 items, avg price $32.99); Specials (2 items, avg price $12.99); Strombolis (4 items, avg price $23.99).",40
20565,"Restaurant: Jumbo Slice, Price Range: $, Zip Code: 20009. Menu Categories: Appetizers (3 items, avg price $6.66); Buffalo Wings (3 items, avg price $11.66); Chicken Tenders (2 items, avg price $13.99); Jumbo Slice Pizza (7 items, avg price $8.13).",55
20570,"Restaurant: Officina Cafe (Downtown), Price Range: $, Zip Code: 20036. Menu Categories: Antipasti (9 items, avg price $16.78); Contorni (3 items, avg price $9.00); Dolce (4 items, avg price $7.38); Panini (5 items, avg price $13.00); Pasta (5 items, avg price $22.80); Roman Pizza (3 items, avg price $0.00); Secondi (5 items, avg price $22.40).",53
20571,"Restaurant: Express Pie Parlor (1782 Florida Ave NW), Price Range: nan, Zip Code: 20009. Menu Categories: Appetizer (5 items, avg price $5.49); Beverages (2 items, avg price $1.60); Build Your Own Pizzas (3 items, avg price $10.99); Desserts (2 items, avg price $4.39); Express Pizzas Pies (12 items, avg price $15.76); Picked for you (5 items, avg price $17.15); Signature Salads (2 items, avg price $8.79).",32
20575,"Restaurant: Officina (Wharf), Price Range: $, Zip Code: 20024. Menu Categories: Antipasto. (7 items, avg price $13.43); Contorno. (6 items, avg price $10.83); Dolce. (5 items, avg price $8.80); Pasta. (7 items, avg price $24.29); Picked for you (5 items, avg price $24.60); Secondo. (5 items, avg price $47.40).",68
20576,"Restaurant: Porchetta District (3421 M St NW), Price Range: $, Zip Code: 20007. Menu Categories: Beverages (16 items, avg price $3.09); Desserts (3 items, avg price $5.67); Hot Beverages (6 items, avg price $0.50); House Special (6 items, avg price $13.33); Picked for you (5 items, avg price $13.60).",77
20577,"Restaurant: Villa Tuscana Fine Italian, Price Range: $$, Zip Code: 20009. Menu Categories: Appetizers (8 items, avg price $9.25); Beverages (7 items, avg price $3.21); Create Your Own Pizza (2 items, avg price $10.00); Desserts (5 items, avg price $5.40); Entrees (13 items, avg price $16.77); Picked for you (5 items, avg price $14.40); Salads (5 items, avg price $6.80); Sandwiches (3 items, avg price $12.00); Sides (5 items, avg price $5.60); Specialty Pizza (5 items, avg price $12.80).",82
20578,"Restaurant: Fiore di Maggio, Price Range: nan, Zip Code: 20036. Menu Categories: Enhancements (3 items, avg price $6.67); Pasta (6 items, avg price $19.17); Picked for you (5 items, avg price $17.60); Starters (4 items, avg price $12.75).",82
20579,"Restaurant: Motown Square Pizza, Price Range: nan, Zip Code: 20001. Menu Categories: 4 Square Pizzas (8 items, avg price $15.31); 8 Square Pizzas (9 items, avg price $25.58); Baked Pastas (2 items, avg price $10.99); Picked for you (5 items, avg price $25.00); Salads (2 items, avg price $4.99); Square Sticks (1 items, avg price $10.00).",34
20580,"Restaurant: Bulldog Pizza, Price Range: nan, Zip Code: 20001. Menu Categories: Bites &amp; Apps (8 items, avg price $13.00); Dessert Pizzas (3 items, avg price $16.67); Drinks (5 items, avg price $3.00); From Our Grill (5 items, avg price $22.20); Pasta  (5 items, avg price $21.20); Picked for you (5 items, avg price $19.00); Pizza  12'' Neapolitan style, Thin Crust (14 items, avg price $16.29); Sides (3 items, avg price $9.33).",68
20584,"Restaurant: Pasta Bar, Price Range: $, Zip Code: 20001. Menu Categories: Pastas (10 items, avg price $14.59); Picked for you (1 items, avg price $19.99).",73
20588,"Restaurant: il Canale, Price Range: $, Zip Code: 20007. Menu Categories: Antipasti Caldi (5 items, avg price $13.40); Antipasti Freddi (8 items, avg price $16.50); Dessert (5 items, avg price $9.00); Drinks (6 items, avg price $3.42); For Your Kids  (5 items, avg price $8.00); Gluten Free Pasta (4 items, avg price $23.50); Insalate (7 items, avg price $13.43); Pasta (12 items, avg price $23.75); Picked for you (5 items, avg price $20.20); Pizza Napoletana Bianca (No Tomato Sauce) (8 items, avg price $22.62); Pizza Napoletana Rossa (w/ Tomato Sauce) (12 items, avg price $21.33); Pizze Ripene (1 items, avg price $22.00); Secondi (6 items, avg price $30.67); Sides (6 items, avg price $7.00).",65
20589,"Restaurant: Guapo’s of Georgetown, Price Range: $, Zip Code: 20007. Menu Categories: Mains (8 items, avg price $12.88).",55
20590,"Restaurant: Emmy Squared Pizza: Shaw, Price Range: $, Zip Code: 20001. Menu Categories: Beverages (5 items, avg price $3.40); Burgers (2 items, avg price $16.05); Desserts (2 items, avg price $10.70); Make It Your Own (1 items, avg price $15.00); Picked for you (5 items, avg price $17.98); Pizza (14 items, avg price $21.02); Plates (5 items, avg price $12.84); Salads (2 items, avg price $17.12); Sandwiches (2 items, avg price $14.98).",43
20596,"Restaurant: Matchbox Cathedral Commons, Price Range: nan, Zip Code: 20016. Menu Categories: *NEW* Mocktails (5 items, avg price $12.00); All Day Brunch (8 items, avg price $21.15); Burgers + Sandwiches (7 items, avg price $25.37); Desserts (8 items, avg price $10.05); Entrees (10 items, avg price $33.72); Features  (9 items, avg price $23.87); Kids Kraveables (3 items, avg price $12.00); Picked for you (5 items, avg price $16.08); Pizzas (7 items, avg price $16.46); Sides, Extras + Drinks (15 items, avg price $6.68); Soup + Salads (8 items, avg price $18.75); Starters (6 items, avg price $18.40).",54
20600,"Restaurant: The  Berliner, Price Range: $, Zip Code: 20007. Menu Categories: Sandwiches (2 items, avg price $7.50); Sausage (1 items, avg price $7.00); Snacks (2 items, avg price $5.50).",52
20601,"Restaurant: Compass Rose, Price Range: nan, Zip Code: 20009. Menu Categories: A La Carte (1 items, avg price $15.00); Tour of the World (2 items, avg price $80.00).",64
20602,"Restaurant: 1789 Restaurant, Price Range: nan, Zip Code: 20007. Menu Categories: Accompaniments (2 items, avg price $10.00); Appetizers (4 items, avg price $16.25); Cocktails (2 items, avg price $42.00); Main Dishes (3 items, avg price $37.67); Picked for you (5 items, avg price $30.60); Wine Bottles (7 items, avg price $45.43).",68
20603,"Restaurant: Shaleafa's Kitchen, Price Range: nan, Zip Code: 20001. Menu Categories: Bank Rolls-Our twist on homemade eggrolls with signature sauce  (3 items, avg price $11.33); Handcrafted Sauces (10oz)  (4 items, avg price $20.00); Mocktails-Fresh organic natural beverage handcrafted with fruit shrubs (3 items, avg price $5.33); Picked for you (5 items, avg price $19.40); Salads (4 items, avg price $14.75); Shaleafa's Noodle Bowls (3 items, avg price $20.00); Sides (3 items, avg price $8.00); Stuffed Pineapple Bowl (3 items, avg price $26.67).",68
20604,"Restaurant: Brown Bag (L’Enfant Plaza SW), Price Range: $, Zip Code: 20024. Menu Categories: Beverages (12 items, avg price $2.45); Bowls (4 items, avg price $12.20); Breakfast Omelets &amp; Scrambles and Bowls (Omelets-3 Eggs, Home Fries, &amp; Toast) (6 items, avg price $8.84); Breakfast Sandwiches (5 items, avg price $6.28); Dessert (3 items, avg price $2.57); Salads (9 items, avg price $11.26); Sandwiches (14 items, avg price $10.74); Sides (8 items, avg price $4.42); Soups and Combos (2 items, avg price $10.50).",72
20605,"Restaurant: Potbelly Sandwich Shop (19th &amp; L | 21), Price Range: $, Zip Code: 20036. Menu Categories: Chips + Sides (11 items, avg price $3.25); Cookies + Shakes  (10 items, avg price $4.54); Drinks (10 items, avg price $3.82); Pick-your-Pair (3 items, avg price $13.99); Picked for you (5 items, avg price $8.89); Salads (4 items, avg price $8.89); Sandwiches (16 items, avg price $8.15).",47
20608,"Restaurant: South Block (Georgetown), Price Range: $, Zip Code: 20007. Menu Categories: Alkaline Waters (3 items, avg price $2.67); Açaí Bowls (9 items, avg price $12.56); Classic Smoothies (3 items, avg price $0.00); Craft Your Own Acai Bowl (1 items, avg price $13.00); Green Smoothies (6 items, avg price $0.00); Kids Menu (6 items, avg price $7.83); Not Açaí Bowls (5 items, avg price $10.40); Picked for you (5 items, avg price $12.00); Power Snacks (5 items, avg price $7.60); Protein Smoothies (5 items, avg price $0.00); Seasonal (3 items, avg price $12.33); Super Smoothies (5 items, avg price $0.00); Toasts (2 items, avg price $2.50).",67
20609,"Restaurant: DC Squared (F Street), Price Range: nan, Zip Code: 20004. Menu Categories: Build Your Own (1 items, avg price $19.99); Drinks (4 items, avg price $2.59); Knots (1 items, avg price $3.99); Picked for you (5 items, avg price $7.59); Salads (2 items, avg price $4.99); Speciality Pizzas (13 items, avg price $24.99); Sweets (3 items, avg price $3.32).",78
20611,"Restaurant: Lavash Mediterranean - Georgetown, Price Range: $, Zip Code: 20007. Menu Categories: Appetizers (3 items, avg price $7.66); Deserts (4 items, avg price $5.74); Drinks (5 items, avg price $2.74); Lavash Wraps (9 items, avg price $14.99); Picked for you (5 items, avg price $13.59).",63
20612,"Restaurant: Tikka Bowls &amp; Wraps, Price Range: $, Zip Code: 20004. Menu Categories: Beverages (1 items, avg price $3.50); Curry Bowls w side (8 items, avg price $12.50); Fresh Baked Naan (3 items, avg price $2.33); Salad (1 items, avg price $10.00); Snacks (3 items, avg price $2.67); Something Sweet (1 items, avg price $4.00); Soups (1 items, avg price $6.00); Wrap (2 items, avg price $11.50).",63
20613,"Restaurant: HipCityVeg DuPont, Price Range: $, Zip Code: 20036. Menu Categories: Breakfast (5 items, avg price $5.40); Burgers &amp; Sandwiches (8 items, avg price $12.56); Chick'n (4 items, avg price $12.70); Drinks (10 items, avg price $4.28); Nuggets (3 items, avg price $10.58); Salads (5 items, avg price $12.28); Sweets &amp; Sides (6 items, avg price $4.37).",74
20614,"Restaurant: Meze Restaurant, Price Range: $$, Zip Code: 20009. Menu Categories: Cheese (3 items, avg price $8.98); Desserts (2 items, avg price $10.50); Dips (5 items, avg price $8.80); Entrees (7 items, avg price $27.99); Garden (11 items, avg price $10.26); Land (9 items, avg price $17.94); Picked for you (5 items, avg price $13.90); Salads (2 items, avg price $12.00); Sea (5 items, avg price $18.87); Sides (5 items, avg price $5.19); Soups (2 items, avg price $8.49).",63
20616,"Restaurant: Roaming Rooster (U Street), Price Range: $, Zip Code: 20009. Menu Categories: Add-Ons and Dipping Sauces (5 items, avg price $0.70); Beverages (5 items, avg price $0.50); Picked for you (5 items, avg price $10.69); RR Swag (4 items, avg price $20.00); Salads, Wings, and Tenders (3 items, avg price $9.19); Sandwiches (4 items, avg price $11.12); Sides (2 items, avg price $4.99).",53
20617,"Restaurant: Boqueria- Dupont, Price Range: nan, Zip Code: 20036. Menu Categories: CHEESE AND CHARCUTERIE (4 items, avg price $25.25); DESSERT (3 items, avg price $10.00); KIDS' TAPAS (3 items, avg price $8.00); PACKING INSTRUCTIONS (1 items, avg price $0.00); PAELLA &amp; MAINS (1 items, avg price $36.00); Picked for you (5 items, avg price $22.40); Roasted Chicken (2 items, avg price $33.50); Seafood Paella (1 items, avg price $48.00); TAPAS (16 items, avg price $12.56); TAPAS SPECIAL (1 items, avg price $24.00).",82
20620,"Restaurant: Bar Charley, Price Range: $$$, Zip Code: 20009. Menu Categories: Appetizers (9 items, avg price $12.56); Entrées (8 items, avg price $27.38); Picked for you (5 items, avg price $21.60); Take Out Extras and Beverages (4 items, avg price $1.12).",74
20621,"Restaurant: Medium Rare, Price Range: $, Zip Code: 20008. Menu Categories: Desserts (6 items, avg price $15.67); Dinner (5 items, avg price $20.57); Picked for you (5 items, avg price $34.59); WINE BY THE BOTTLE (7 items, avg price $46.86).",64
20626,"Restaurant: Hawthorne (Adams Morgan), Price Range: $, Zip Code: 20009. Menu Categories: Dinner (11 items, avg price $11.18).",62
20627,"Restaurant: The Stay Inn2, Price Range: nan, Zip Code: 20011. Menu Categories: Desserts (1 items, avg price $3.00); Greens (2 items, avg price $11.00); Hand Helds (4 items, avg price $14.25); Kids Menu (6 items, avg price $7.50); Small Fares (8 items, avg price $10.25).",72
20629,"Restaurant: MrBeast Burger (1825 Connecticut Avenue N.W.), Price Range: $$, Zip Code: 20009. Menu Categories: Burgers (4 items, avg price $9.49); Canned Beverages (4 items, avg price $2.49); Combos (2 items, avg price $0.00); Dessert (1 items, avg price $2.99); Impossible™ Burgers  (5 items, avg price $13.99); Picked for you (5 items, avg price $6.65); Sandwiches (3 items, avg price $7.82); Sides (2 items, avg price $5.14).",73
20630,"Restaurant: Prost, Price Range: nan, Zip Code: 20001. Menu Categories: Desserts (1 items, avg price $8.00); Dinner Mains (3 items, avg price $19.00); Dinner Sandwiches (3 items, avg price $14.33); Dinner Small Plates (4 items, avg price $9.50); Dinner Soup &amp; Salad (1 items, avg price $7.00); Picked for you (5 items, avg price $16.00).",62
20632,"Restaurant: Fried n' Fresh, Price Range: nan, Zip Code: 20004. Menu Categories: Beverages (2 items, avg price $3.35); Leafy Options (3 items, avg price $9.62); On The Side (2 items, avg price $6.50); Picked for you (5 items, avg price $10.26); Sandwiches O'Cluck (11 items, avg price $10.55); Sugar Rush (3 items, avg price $9.48).",44
20633,"Restaurant: DC Wings - DC, Price Range: $, Zip Code: 20009. Menu Categories: Beverages (4 items, avg price $2.50); Desserts (2 items, avg price $4.99); Gourmet Pizza (14 items, avg price $14.49); Mains (3 items, avg price $9.49); Picked for you (5 items, avg price $10.49); Salads (5 items, avg price $7.79); Starters (10 items, avg price $7.94); Traditional Pizza (2 items, avg price $12.49); Wings (1 items, avg price $9.49).",47
20635,"Restaurant: Moreland Restaurant, Price Range: $$, Zip Code: 20001-4107. Menu Categories: Bottled Beverages (7 items, avg price $2.45); Picked for you (5 items, avg price $5.95); Sandwich Combos (2 items, avg price $11.99); Side Items (9 items, avg price $3.41); Southern Dinner Combos (4 items, avg price $17.49).",62
20636,"Restaurant: DC9 Burgers (Shaw), Price Range: $, Zip Code: 20001. Menu Categories: Burgers (5 items, avg price $14.00); Sandwiches (1 items, avg price $9.00); Snacks (4 items, avg price $5.50); Sweets (1 items, avg price $5.00).",38
20637,"Restaurant: Fiola Mare, Price Range: nan, Zip Code: 20007. Menu Categories: Antipasti (4 items, avg price $26.00); Bread (1 items, avg price $14.00); Desserts (3 items, avg price $28.00); Four Course Chef's Dinner for Two (1 items, avg price $130.00); Main Course (4 items, avg price $109.00); Pasta (2 items, avg price $39.00); Picked for you (5 items, avg price $53.00); Sides (single serving) (2 items, avg price $16.00).",60
20639,"Restaurant: Rasika West End (Foggy Bottom), Price Range: nan, Zip Code: 20037. Menu Categories: Ayurvedic Special (1 items, avg price $20.00); Chaat-Savories (3 items, avg price $11.33); Chutneys, Breads and Rice (6 items, avg price $6.08); Dessert (2 items, avg price $10.00); Entrees (13 items, avg price $26.15); Non-Alcoholic Beverages (1 items, avg price $6.00); Picked for you (5 items, avg price $17.40); Sigri-Barbeque (4 items, avg price $12.50); Tawa-Griddle (7 items, avg price $12.14); Vegetarian Entrees (11 items, avg price $15.91).",63
20640,"Restaurant: Ritchie's Cafe, Price Range: $, Zip Code: 20011. Menu Categories: Beverages (9 items, avg price $2.83); Desserts (5 items, avg price $2.50); Picked for you (5 items, avg price $8.05); Savoury Crepes (15 items, avg price $8.28); Sweet Crepes (7 items, avg price $7.32).",60
20642,"Restaurant: Wicked Waffles, Price Range: $, Zip Code: 20006. Menu Categories: Beverages (4 items, avg price $2.75); Breakfast Treats (12 items, avg price $6.86); Dessert Waffles &amp; Others (1 items, avg price $8.95); Hot Waffle Sandwiches (7 items, avg price $9.74); Savory Waffle Open Face (1 items, avg price $10.25); Waffle Sandwiches (7 items, avg price $9.79).",63
20644,"Restaurant: Duke’s Counter (Woodley Park/National Zoo), Price Range: $, Zip Code: 20008. Menu Categories: Picked for you (5 items, avg price $15.70); Plates (10 items, avg price $12.45); Sarnies (13 items, avg price $15.96).",75
20651,"Restaurant: Vegas Pizza Joint (1782 Florida Ave NW #1ad), Price Range: $, Zip Code: 20009. Menu Categories: Beverages (6 items, avg price $2.49); Deserts (5 items, avg price $7.99); Fried Chicken Wings (6 items, avg price $17.99); Gourmet Pizza (11 items, avg price $32.72); Picked for you (5 items, avg price $24.79); Sides (5 items, avg price $11.19).",23
20652,"Restaurant: DC Shawarma, Price Range: nan, Zip Code: 20001. Menu Categories: Dc Shawarma Sandwiches (3 items, avg price $10.00); Dessert (2 items, avg price $4.00); Drinks (4 items, avg price $2.50); Mezze (Apetizers) (4 items, avg price $6.25); Platters with Kabab (2 items, avg price $15.50); Platters with Shawarma (3 items, avg price $13.00); Salads &amp; Soup (3 items, avg price $7.00); Special Dishes (3 items, avg price $13.67).",82
20656,"Restaurant: Pita Pan (1195 20th St NW), Price Range: nan, Zip Code: 20036. Menu Categories: Beverages (3 items, avg price $3.29); Rice Bowl  (4 items, avg price $13.47); Signature Salads (4 items, avg price $9.35); Wraps &amp; Sandwiches (6 items, avg price $11.00).",74
20657,"Restaurant: Tenley Garden Market, Price Range: $, Zip Code: 20016. Menu Categories: Appetizers (5 items, avg price $10.90); Beverages (5 items, avg price $4.60); Heart-Healthy Entrées (3 items, avg price $21.67); Pasta Dishes (3 items, avg price $15.33); Picked for you (5 items, avg price $15.90); Salads (9 items, avg price $17.67); Sandwiches, Wraps, &amp; Burgers (6 items, avg price $14.08).",64
20658,"Restaurant: Rice Bar (12th&amp;Gst), Price Range: $, Zip Code: 20005. Menu Categories: Miscellaneous (8 items, avg price $1.82); Noodle (7 items, avg price $10.71); Picked for you (5 items, avg price $9.46); Rice (8 items, avg price $9.50).",47
20659,"Restaurant: Shea Yeleen, Price Range: $, Zip Code: 20036. Menu Categories: Body Balms (3 items, avg price $22.00); Body Creams (3 items, avg price $20.00); Gifts (2 items, avg price $26.00); Handmade Soap (5 items, avg price $8.00).",32
20660,"Restaurant: Red Hot Chicken, Price Range: $, Zip Code: 20036. Menu Categories: Handheld (7 items, avg price $9.21); Rotisserie Chicken (5 items, avg price $14.00); Sides (4 items, avg price $3.75).",42
20662,"Restaurant: Hot’n Tasty / Connecticut Exxon, Price Range: nan, Zip Code: 20008. Menu Categories: Mains (7 items, avg price $9.70).",32
20663,"Restaurant: Smoothie King (1940 14th St NW), Price Range: $, Zip Code: 20009. Menu Categories: Be Well (7 items, avg price $7.79); Enjoy A Treat (6 items, avg price $6.91); FEATURED (1 items, avg price $7.58); Feel Energized (3 items, avg price $7.31); Get Fit (2 items, avg price $7.92); Manage Weight (2 items, avg price $7.23); NEW! Snacks (12 items, avg price $15.27); Picked for you (5 items, avg price $7.49).",43
20665,"Restaurant: Sal's Cafe (Washington DC), Price Range: $$, Zip Code: 20024. Menu Categories: Beverages (5 items, avg price $2.37); Favorites (4 items, avg price $8.62); Main Entrees (15 items, avg price $8.69); Pasta (6 items, avg price $8.91); Picked for you (5 items, avg price $9.49); Pizza (8 items, avg price $8.87); Salads (7 items, avg price $8.99); Sweet Specials (5 items, avg price $2.35).",74
20666,"Restaurant: The Calzone Zone (North Capitol) , Price Range: $, Zip Code: 20002. Menu Categories: Mains (12 items, avg price $12.43); Picked for you (5 items, avg price $13.79).",55
20670,"Restaurant: Bozzelli's, Price Range: nan, Zip Code: 20007. Menu Categories: DESSERTS (4 items, avg price $6.00); DRINKS (5 items, avg price $2.50); ITALIAN MARKET (5 items, avg price $6.06); PIZZA (11 items, avg price $2.55); PLANT-BASED PIZZAS (6 items, avg price $2.00); SALADS (2 items, avg price $29.00); SIDES (4 items, avg price $5.88); SUPER SMOOTHIES (2 items, avg price $5.00); THE ITALIANS (8 items, avg price $9.25); VEGAN SANDWICHES (3 items, avg price $11.67); WINGS (5 items, avg price $9.00).",64
20671,"Restaurant: Soho Cafe &amp; Market (Adams Morgan), Price Range: $, Zip Code: 20009. Menu Categories: Beverage (1 items, avg price $2.28); Chargrill Specialty Sandwich (5 items, avg price $8.33); Healthy Speciality Sandwich (3 items, avg price $7.87); Picked for you (5 items, avg price $8.49); Sides (5 items, avg price $1.95); Specialty Melt Sandwich (7 items, avg price $7.92).",43
